track_id,song_name,artist_name,artist_id,album_name,duration_ms,popularity,added_at,artist_genres,spotify_url,release_year,artist_followers,genres,album_total_tracks,artist_popularity,tempo,energy,key,mode,time_signature,speechiness,danceability,valence,acousticness,liveness,instrumentalness,loudness
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Young And Beautiful,236053,90,2022,,https://open.spotify.com/track/2nMeu6UenVvwUktBCpLMK9,2013,34475456.0,"['art pop', 'pop']",1.0,87.0,113.986,0.416,11.0,0.0,4.0,0.0368,0.324,0.151,0.262,0.11,3.69e-05,-8.92
2IClzYyvgwrsmVVipYsx5T,Love You Like That,Dagny,6Paz0vXJJ9bCPf0fEm3qzg,Love You Like That,177946,52,2022,norwegian pop,https://open.spotify.com/track/2IClzYyvgwrsmVVipYsx5T,2017,173381.0,['norwegian pop'],1.0,53.0,93.981,0.71,8.0,1.0,4.0,0.044,0.623,0.29,0.00655,0.133,4.11e-06,-5.973
6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,Voicenotes,200853,80,2022,soft pop,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,2018,22462705.0,"['pop', 'viral pop']",13.0,76.0,109.974,0.561,1.0,0.0,4.0,0.0778,0.845,0.811,0.211,0.0383,3.49e-06,-5.253
6pYNq0ZwpPVazKzsqpf0G8,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,06HL4z0CvFAxyc27GXpf02,Red (Taylor's Version),200280,68,2022,,https://open.spotify.com/track/6pYNq0ZwpPVazKzsqpf0G8,2021,108717184.0,['pop'],30.0,100.0,121.009,0.733,7.0,1.0,4.0,0.0281,0.678,0.581,0.00115,0.104,0.0,-5.025
3PWKPX3YJAHBL8JozsWTMC,Your Side Of The Bed,Loote,00TKPo9MxwZ0j4ooveIxWZ,single.,197146,55,2022,,https://open.spotify.com/track/3PWKPX3YJAHBL8JozsWTMC,2018,218440.0,"['alt z', 'nyc pop']",7.0,49.0,109.915,0.742,8.0,1.0,4.0,0.0296,0.781,0.91,0.0649,0.293,0.0,-4.978
7I7JbDv63ZJJsSi24DyJrz,Dancing With Our Hands Tied,Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation,211506,71,2022,,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz,2017,108717184.0,['pop'],15.0,100.0,160.024,0.691,0.0,0.0,4.0,0.196,0.624,0.284,0.0604,0.138,1.1e-05,-6.686
4ztw0mBC6VBiLV79yRHDQW,Be Okay (with HRVY),"R3HAB, HRVY",6cEuCEZu7PAE9ZSzLLc2oQ,Be Okay (with HRVY),141600,0,2022,slap house; edm,https://open.spotify.com/track/4ztw0mBC6VBiLV79yRHDQW,2020,2509124.0,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",1.0,72.0,100.066,0.558,8.0,1.0,4.0,0.0786,0.73,0.618,0.0179,0.128,0.0,-6.535
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Meek Mill, Drake",20sxb77xiYeusSH8cVdatc,Championships,180522,80,2022,rap,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2018,7780030.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",19.0,70.0,86.003,0.496,4.0,0.0,4.0,0.0905,0.889,0.544,0.259,0.252,0.0,-6.365
5xIwgIwX70gP1hJ2QLu63W,Thought Of You,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Believe,230106,56,2022,,https://open.spotify.com/track/5xIwgIwX70gP1hJ2QLu63W,2012,74608422.0,"['canadian pop', 'pop']",13.0,86.0,123.223,0.705,2.0,1.0,4.0,0.031,0.697,0.57,0.0094,0.105,6.61e-06,-5.032
7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,40xbWSB4JPdOkRyuTDy1oP,Killer Love,197440,58,2022,,https://open.spotify.com/track/7pAq1IXYZpL42HchCminu6,2011,2383899.0,"['dance pop', 'pop', 'post-teen pop']",14.0,58.0,110.955,0.797,5.0,0.0,4.0,0.0262,0.66,0.674,0.00646,0.187,0.000108,-6.096
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,Hello My Name Is...,200946,73,2022,,https://open.spotify.com/track/5xvUgoVED1F4mBu8FL0HaW,2012,1323602.0,"['pop', 'post-teen pop']",12.0,58.0,93.043,0.872,2.0,1.0,4.0,0.0509,0.715,0.748,0.00351,0.107,3.84e-05,-3.835
6la3Kme7O7D01fJPxgpAS5,訣愛 (劇集《蒼蘭訣》片頭曲),Faye 詹雯婷,7hmSHY9HVVQKejpGbPbo16,訣愛,189295,62,2022,gufeng; mandopop; c-pop; taiwanese pop; chinese hip hop,https://open.spotify.com/track/6la3Kme7O7D01fJPxgpAS5,2022,34672.0,['taiwan singer-songwriter'],1.0,43.0,142.026,0.62,11.0,1.0,4.0,0.0365,0.45,0.169,0.313,0.0672,0.0,-6.492
66j2OBnDLsHGk039kMB4hH,Take All Night,Conor Matthews,5iWU68xnsNiacwbt1fYEcq,Balloons,162352,52,2022,,https://open.spotify.com/track/66j2OBnDLsHGk039kMB4hH,2020,67301.0,['chill pop'],4.0,42.0,169.969,0.831,1.0,0.0,4.0,0.0594,0.576,0.472,0.413,0.388,0.0,-4.919
3g5WeIzhUqA4aXeSCUBwo4,Midnight Flight,Conor Matthews,5iWU68xnsNiacwbt1fYEcq,Midnight Flight,179983,52,2022,,https://open.spotify.com/track/3g5WeIzhUqA4aXeSCUBwo4,2019,67301.0,['chill pop'],1.0,42.0,80.025,0.612,8.0,1.0,4.0,0.0561,0.619,0.372,0.373,0.155,0.0,-5.469
2xtIAFJIMkzHGHiCrJ9iwd,Lolly,"Maejor, Juicy J, Justin Bieber",3XcCT5MPlQPWFTJyzXbfuX,Lolly,225506,71,2022,,https://open.spotify.com/track/2xtIAFJIMkzHGHiCrJ9iwd,2013,97254.0,['detroit hip hop'],1.0,55.0,152.186,0.889,1.0,1.0,4.0,0.303,0.663,0.837,0.0376,0.784,0.0,-2.975
2QJnTfMpNG05KFf2E3gVIJ,Go Hard or Go Home,"Wiz Khalifa, Iggy Azalea",137W8MRPWKqSmrBGDBFSop,Furious 7: Original Motion Picture Soundtrack,232772,59,2022,,https://open.spotify.com/track/2QJnTfMpNG05KFf2E3gVIJ,2015,10937661.0,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",16.0,78.0,168.02,0.741,4.0,0.0,4.0,0.0408,0.651,0.386,0.00293,0.217,1.2e-05,-5.067
5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,"Kane Brown, Swae Lee, Khalid",3oSJ7TBVCWMDMiYjXNiCKE,Be Like That (feat. Swae Lee & Khalid),191406,69,2022,country; pop country,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,2020,5344762.0,"['black americana', 'contemporary country', 'country', 'country road']",1.0,70.0,86.97,0.626,7.0,1.0,4.0,0.0726,0.727,0.322,0.0469,0.126,2.58e-05,-8.415
1brnLTvarI9D1hLP6z2Ar8,Thank God,"Kane Brown, Katelyn Brown",3oSJ7TBVCWMDMiYjXNiCKE,Different Man,174560,71,2022,country; pop country,https://open.spotify.com/track/1brnLTvarI9D1hLP6z2Ar8,2022,5344762.0,"['black americana', 'contemporary country', 'country', 'country road']",17.0,70.0,99.945,0.455,3.0,1.0,4.0,0.0352,0.738,0.441,0.695,0.107,0.0,-8.735
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Planet Her,172626,87,2022,,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,2021,29593426.0,"['dance pop', 'pop']",14.0,84.0,107.998,0.764,5.0,0.0,4.0,0.0854,0.824,0.881,0.0888,0.117,0.00294,-4.175
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",46pWGuE3dSwY3bMMXGBvVS,Calm Down (with Selena Gomez),239317,82,2022,afrobeats; afrobeat; afropop; afropiano,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,2022,4365696.0,"['afrobeats', 'nigerian pop']",1.0,73.0,106.999,0.806,11.0,1.0,4.0,0.0381,0.801,0.802,0.382,0.114,0.000669,-5.206
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2wY79sveU1sp5g7SokKOiI,Unholy (feat. Kim Petras),156943,78,2022,soft pop,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,2022,23564522.0,"['pop', 'uk pop']",1.0,80.0,131.121,0.472,2.0,1.0,4.0,0.0864,0.714,0.238,0.013,0.266,4.51e-06,-7.375
4nivAUgvOrWdkv44kjAlxs,天空沒有極限,G.E.M.,7aRC4L63dBn3CiLDuWaLSI,啓示錄,279704,63,2022,mandopop; c-pop; cantopop; taiwanese pop; gufeng; malay pop,https://open.spotify.com/track/4nivAUgvOrWdkv44kjAlxs,2022,2694281.0,['mandopop'],14.0,60.0,133.886,0.742,11.0,1.0,4.0,0.0393,0.539,0.182,0.188,0.131,0.000176,-4.415
24OeEKPQ8qqNZnPevRHxUT,Red Eye (feat. TroyBoi),"Justin Bieber, TroyBoi",1uNFoZAHBGtllmzznpCI3s,Justice (The Complete Edition),187452,67,2022,,https://open.spotify.com/track/24OeEKPQ8qqNZnPevRHxUT,2021,74608422.0,"['canadian pop', 'pop']",25.0,86.0,96.033,0.816,5.0,0.0,4.0,0.0513,0.815,0.774,0.0501,0.0761,0.000887,-4.393
5wOWpaKW92jhcm8pBOlrdR,Blah Blah Blah,ITZY,2KC9Qb60EaY0kW4eH68vr3,Blah Blah Blah,185533,45,2022,k-pop,https://open.spotify.com/track/5wOWpaKW92jhcm8pBOlrdR,2022,7139826.0,"['k-pop', 'k-pop girl group']",1.0,69.0,115.961,0.899,3.0,0.0,4.0,0.192,0.842,0.881,0.0238,0.345,0.0,-4.169
6Ib6RkvLBMD85bov85apSL,DOMINO,Stray Kids,2dIgFjalVxs4ThymZ67YCE,NOEASY,198720,69,2022,k-pop; noise music,https://open.spotify.com/track/6Ib6RkvLBMD85bov85apSL,2021,15173090.0,"['k-pop', 'k-pop boy group', 'pop']",14.0,79.0,160.066,0.866,7.0,1.0,4.0,0.0466,0.687,0.696,0.0301,0.0755,0.0,-2.01
4QDpsNBlllaLGj8zbF2EE0,Charmer,Stray Kids,2dIgFjalVxs4ThymZ67YCE,ODDINARY,188573,69,2022,k-pop; noise music,https://open.spotify.com/track/4QDpsNBlllaLGj8zbF2EE0,2022,15173090.0,"['k-pop', 'k-pop boy group', 'pop']",7.0,79.0,90.963,0.762,1.0,1.0,4.0,0.0519,0.786,0.731,0.0524,0.0971,1.04e-05,-2.508
4XPXrcpyNr30Km6aPiflJy,God’s Menu,Stray Kids,2dIgFjalVxs4ThymZ67YCE,GO LIVE,167922,77,2022,k-pop; noise music,https://open.spotify.com/track/4XPXrcpyNr30Km6aPiflJy,2020,15173090.0,"['k-pop', 'k-pop boy group', 'pop']",14.0,79.0,157.052,0.771,5.0,1.0,4.0,0.0548,0.689,0.482,0.00776,0.521,0.0,-3.618
35sE2Ehvd1GzBzAIC0zFIu,HEYDAY (Prod. Czaer),Stray Kids,2dIgFjalVxs4ThymZ67YCE,Street Man Fighter Original Vol.4 (Crew Songs),144773,62,2022,k-pop; noise music,https://open.spotify.com/track/35sE2Ehvd1GzBzAIC0zFIu,2022,15173090.0,"['k-pop', 'k-pop boy group', 'pop']",7.0,79.0,137.97,0.808,2.0,1.0,4.0,0.156,0.892,0.701,0.0335,0.0363,0.0,-3.343
40uMIn2zJLAQhNXghRjBed,Motley Crew,Post Malone,246dkjvS1zLTtiykXe5h60,Motley Crew,184213,70,2022,,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,2021,43611311.0,"['dfw rap', 'melodic rap', 'pop', 'rap']",1.0,86.0,129.915,0.631,3.0,0.0,4.0,0.0786,0.797,0.288,0.0904,0.0998,3.71e-06,-3.818
27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,2qAwMsiIjTzlmfAkXKvhVA,BILLIE EILISH.,99282,67,2022,,https://open.spotify.com/track/27ZZdyTSQWI7Cug2d2PkqV,2022,534212.0,['indie hip hop'],1.0,59.0,100.007,0.509,1.0,1.0,4.0,0.257,0.9,0.765,0.115,0.0937,1.67e-06,-6.647
41jbfiun1Ec1ZWRpzXnirp,Let Me Out,"Feenixpawl, dreamr., ANVY",5FvlJcXnFIm72pgQtW3Dct,Let Me Out,180000,0,2022,edm,https://open.spotify.com/track/41jbfiun1Ec1ZWRpzXnirp,2021,25667.0,"['australian dance', 'pop edm', 'progressive electro house', 'sky room']",1.0,46.0,120.077,0.651,9.0,1.0,4.0,0.0604,0.605,0.365,0.0164,0.0612,2.07e-06,-7.794
0zRezEuKtaAXHcB4eruwi2,I Don’t Think That I Like Her,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,I Don’t Think That I Like Her,188507,0,2022,soft pop,https://open.spotify.com/track/0zRezEuKtaAXHcB4eruwi2,2022,22462705.0,"['pop', 'viral pop']",1.0,76.0,186.073,0.548,8.0,0.0,4.0,0.0339,0.587,0.713,0.396,0.109,0.0,-5.846
6TVqffNTpDAlfCtDIKyFbZ,Marathon,"Connor Price, 4Korners",5zixe6AbgXPqt4c1uSl94L,Marathon,136062,60,2022,,https://open.spotify.com/track/6TVqffNTpDAlfCtDIKyFbZ,2021,1293601.0,['singer-songwriter pop'],1.0,71.0,87.007,0.405,0.0,0.0,4.0,0.199,0.855,0.522,0.0415,0.209,8.39e-06,-10.189
2CeXStJg0MonHsyFh20H25,Dracula,The Underachievers,51Pn4gGnZuyOMDfIT1Zy3N,Dracula,123870,37,2022,,https://open.spotify.com/track/2CeXStJg0MonHsyFh20H25,2020,,,1.0,,185.893,0.568,1.0,0.0,3.0,0.497,0.502,0.588,0.453,0.11,0.0,-7.872
7g9DNzAU2QP88rE4BgIJpp,Zim Zimma,Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,Evolution,239702,61,2022,,https://open.spotify.com/track/7g9DNzAU2QP88rE4BgIJpp,2020,2213300.0,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",12.0,69.0,149.052,0.621,11.0,0.0,4.0,0.212,0.883,0.676,0.0871,0.499,0.0,-6.063
3bEkAkaKjxaC7DubsfCo1t,From the Ashes,"ILLENIUM, Skylar Grey",45eNHdiiabvmbp4erw26rg,From The Ashes,253983,45,2022,melodic bass; future bass; edm,https://open.spotify.com/track/3bEkAkaKjxaC7DubsfCo1t,2022,1492758.0,"['edm', 'melodic dubstep', 'pop dance']",1.0,68.0,154.858,0.789,2.0,1.0,4.0,0.0566,0.404,0.159,0.0243,0.226,0.000231,-4.516
0ARKW62l9uWIDYMZTUmJHF,Shut Down,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BORN PINK,175889,68,2022,k-pop,https://open.spotify.com/track/0ARKW62l9uWIDYMZTUmJHF,2022,48579370.0,"['k-pop', 'k-pop girl group', 'pop']",8.0,78.0,110.058,0.686,0.0,1.0,3.0,0.038,0.82,0.668,0.00412,0.184,0.0,-5.102
0L8LOav65XwLjCLS11gNPD,Typa Girl,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BORN PINK,179172,69,2022,k-pop,https://open.spotify.com/track/0L8LOav65XwLjCLS11gNPD,2022,48579370.0,"['k-pop', 'k-pop girl group', 'pop']",8.0,78.0,131.984,0.621,7.0,1.0,4.0,0.1,0.915,0.527,0.0745,0.628,0.0,-6.519
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",246dkjvS1zLTtiykXe5h60,beerbongs & bentleys,218146,85,2022,,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2018,43611311.0,"['dfw rap', 'melodic rap', 'pop', 'rap']",18.0,86.0,159.801,0.52,5.0,0.0,4.0,0.0712,0.585,0.129,0.124,0.131,7.01e-05,-6.136
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lover,190360,79,2022,,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,2019,108717184.0,['pop'],18.0,100.0,110.048,0.658,0.0,1.0,4.0,0.054,0.777,0.633,0.0767,0.0901,0.0,-5.191
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",246dkjvS1zLTtiykXe5h60,Twelve Carat Toothache,192840,79,2022,,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,2022,43611311.0,"['dfw rap', 'melodic rap', 'pop', 'rap']",14.0,86.0,100.964,0.67,5.0,1.0,4.0,0.0751,0.733,0.472,0.121,0.121,0.0,-6.009
6xGMrc6adNDrMeOnBG0zxI,平行世界,G.E.M.,7aRC4L63dBn3CiLDuWaLSI,平行世界,247066,41,2022,mandopop; c-pop; cantopop; taiwanese pop; gufeng; malay pop,https://open.spotify.com/track/6xGMrc6adNDrMeOnBG0zxI,2021,2694281.0,['mandopop'],1.0,60.0,217.403,0.54,2.0,0.0,4.0,0.067,0.275,0.118,0.0851,0.099,0.0,-7.951
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,Fearless (Taylor's Version),243136,78,2022,,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M,2021,108717184.0,['pop'],26.0,100.0,161.032,0.732,5.0,1.0,4.0,0.0484,0.402,0.472,0.0033,0.108,0.0,-4.665
7nthiiDfS9WHNHDMwmAz98,BTBT,"B.I, Soulja Boy, DeVita",0UntV1Bw2hk3fbRrm9eMP6,BTBT,219549,1,2022,k-pop; k-rap,https://open.spotify.com/track/7nthiiDfS9WHNHDMwmAz98,2022,795689.0,['k-pop'],1.0,55.0,109.967,0.663,9.0,0.0,4.0,0.175,0.766,0.509,0.334,0.117,0.0,-6.932
6I2tqFhk8tq69iursYxuxd,HOT,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Face the Sun,197586,70,2022,k-pop,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd,2022,11246705.0,"['k-pop', 'k-pop boy group']",9.0,76.0,111.944,0.777,5.0,0.0,4.0,0.0399,0.765,0.64,0.0539,0.338,2.58e-06,-4.376
0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",2DlGxzQSjYe5N6G9nkYghR,On The Floor,230906,83,2022,,https://open.spotify.com/track/0Oe49j06Bjrxs8PltuVeaW,2011,12803600.0,"['dance pop', 'pop', 'urban contemporary']",1.0,72.0,130.007,0.686,11.0,1.0,4.0,0.0792,0.758,0.444,0.0848,0.142,0.00127,-6.346
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,2l35CQqtYRh3d8ZIiBep4v,MKTO,175426,84,2022,,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,2012,1054520.0,"['pop', 'post-teen pop']",11.0,63.0,102.071,0.791,1.0,1.0,4.0,0.124,0.72,0.756,0.0384,0.157,0.0,-4.689
00LvoGJplEaTcFLC0wIrQ9,冰河時代,G.E.M.,7aRC4L63dBn3CiLDuWaLSI,冰河時代,210785,42,2022,mandopop; c-pop; cantopop; taiwanese pop; gufeng; malay pop,https://open.spotify.com/track/00LvoGJplEaTcFLC0wIrQ9,2022,2694281.0,['mandopop'],1.0,60.0,129.947,0.569,7.0,0.0,4.0,0.0367,0.619,0.207,0.11,0.105,2.64e-05,-7.393
