track_id,song_name,artist_name,artist_id,album_name,duration_ms,popularity,added_at,artist_genres,spotify_url,release_year,artist_followers,genres,album_total_tracks,artist_popularity,tempo,energy,key,mode,time_signature,speechiness,danceability,valence,acousticness,liveness,instrumentalness,loudness
22BH6K8RlpwNzIINvWS4Jj,(Not) The One,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,All Your Fault: Pt. 2,181674,44,2026,,https://open.spotify.com/track/22BH6K8RlpwNzIINvWS4Jj,2017,9009684.0,"['dance pop', 'pop']",6.0,76.0,97.935,0.731,8.0,1.0,4.0,0.116,0.61,0.724,0.0281,0.272,0.0,-5.187
0vQkcuwAFnIuYmIQRCYNA8,Get Me Litt,"Tyga, YG",5LHRHt1k9lMyONurDHEdrp,Hit Me When U Leave The Klub: The Playlist,134400,36,2026,,https://open.spotify.com/track/0vQkcuwAFnIuYmIQRCYNA8,2023,6784058.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",14.0,75.0,98.9,0.584,4.0,1.0,4.0,0.318,0.682,0.677,0.036,0.129,0.0,-7.92
77U6kcldLRFl9vCfaw11Sr,Champagne & Sunshine,"PLVTINUM, Tarro",4V2pR2iSd1g0RZCglrP3jn,Champagne & Sunshine,196363,73,2026,dark r&b,https://open.spotify.com/track/77U6kcldLRFl9vCfaw11Sr,2016,328074.0,['dark r&b'],1.0,57.0,109.961,0.522,5.0,0.0,4.0,0.0704,0.607,0.265,0.0553,0.0909,0.0,-10.028
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",6f4XkbvYlXMH0QgVRzW0sM,Flockaveli,263773,86,2026,,https://open.spotify.com/track/03tqyYWC9Um2ZqU0ZN849H,2010,2649008.0,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",17.0,62.0,131.497,0.595,1.0,1.0,4.0,0.0391,0.76,0.361,0.00544,0.241,0.0,-6.366
5HrIcZOo1DysX53qDRlRnt,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, LISA",6udveWUgX4vu75FF0DTrXV,Down to Earth,205101,63,2026,k-pop,https://open.spotify.com/track/5HrIcZOo1DysX53qDRlRnt,2023,1365246.0,"['k-pop', 'korean r&b']",6.0,59.0,110.01,0.699,11.0,0.0,4.0,0.0554,0.763,0.255,0.00789,0.409,0.0,-6.118
1Bhm5HNO1cq8olDbBmokyL,Copines,Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,NAKAMURA,171720,86,2026,french r&b; pop urbaine,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,2018,4493003.0,"['basshall', 'pop urbaine', 'r&b francais']",13.0,69.0,180.027,0.787,8.0,0.0,4.0,0.0855,0.701,0.904,0.27,0.105,0.0,-3.941
0TYhf0MgEj4YJaKwo5c4Km,Wicked Games,Kiana Ledé,7jZMxhsB8djyIbYmoiJSTs,Selfless,181266,65,2026,,https://open.spotify.com/track/0TYhf0MgEj4YJaKwo5c4Km,2018,1673372.0,"['pop r&b', 'r&b']",7.0,57.0,72.973,0.435,1.0,0.0,3.0,0.0599,0.789,0.456,0.447,0.135,0.0,-7.042
3Zt0VZcBR4DGmuEzpJh7PR,Candyman,Flyana Boss,0CLW5934vy2XusynS1px1S,Candyman,172115,48,2026,,https://open.spotify.com/track/3Zt0VZcBR4DGmuEzpJh7PR,2024,182659.0,['trap queen'],1.0,51.0,166.006,0.58,1.0,1.0,4.0,0.0806,0.748,0.246,0.0396,0.101,0.0,-4.994
7t2bFihaDvhIrd2gn2CWJO,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Ty Dolla $ign, The Weeknd, Wiz Khalifa, Mustard",7c0XG5cIJTrrAgEC3ULPiq,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",242983,84,2026,trap soul,https://open.spotify.com/track/7t2bFihaDvhIrd2gn2CWJO,2014,5199207.0,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",1.0,83.0,121.97,0.33,1.0,0.0,4.0,0.1,0.805,0.211,0.22,0.105,0.0,-8.712
4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),"Jack Harlow, Chris Brown",2LIk90788K0zvyj2JJVwkJ,Thats What They All Say,197031,68,2026,,https://open.spotify.com/track/4RKJRRd4VJfZWiqQTYsleE,2020,3736563.0,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",15.0,79.0,103.005,0.575,10.0,0.0,4.0,0.0702,0.873,0.872,0.0891,0.108,0.0,-7.284
3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),"Mustard, Migos",0YinUQ50QDB7ZxSCLyQ40k,Perfect Ten,192470,78,2026,,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,2019,1172707.0,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",10.0,67.0,202.015,0.559,0.0,1.0,4.0,0.127,0.682,0.137,0.174,0.344,0.0,-5.545
6LxSe8YmdPxy095Ux6znaQ,Headlines,Drake,3TVXtAsR1Inumwj472S9r4,Take Care (Deluxe),235986,88,2026,rap,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ,2011,86988887.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",19.0,93.0,151.894,0.566,6.0,0.0,4.0,0.106,0.636,0.425,0.365,0.0917,0.000353,-7.16
7gXiPiffMrqPe3Q1vzD6uM,拿走了什麼,A-Lin,28gf2piFx6cAKOMIwcky5a,罪惡感,296573,62,2026,mandopop; taiwanese pop; c-pop; gufeng; malay pop,https://open.spotify.com/track/7gXiPiffMrqPe3Q1vzD6uM,2014,917585.0,['mandopop'],10.0,54.0,75.014,0.29,0.0,1.0,4.0,0.0293,0.529,0.286,0.745,0.359,0.0,-10.739
1e8J3XClxZbFmvIHLI8CE4,IDOL,BTS,3Nrfpe0tUJi4K4DXYWgMUX,Love Yourself 結 'Answer',222732,80,2026,k-pop,https://open.spotify.com/track/1e8J3XClxZbFmvIHLI8CE4,2018,72592415.0,"['k-pop', 'k-pop boy group', 'pop']",26.0,83.0,126.035,0.855,9.0,1.0,4.0,0.118,0.733,0.42,0.00481,0.123,0.0,-3.211
1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",7iZtZyCzp3LItcw1wtPI3D,SR3MM,332300,66,2026,,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci,2018,7355384.0,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",27.0,67.0,173.948,0.831,1.0,0.0,4.0,0.15,0.713,0.584,0.0168,0.118,0.0,-4.75
5lje0ODDPqwx5x9TLYwUfv,Overdose,Vin Jay,2DQkr7ZMTqNrlz5HcXZeI7,Prophecy,180869,37,2026,,https://open.spotify.com/track/5lje0ODDPqwx5x9TLYwUfv,2020,112251.0,['nyc rap'],16.0,49.0,138.081,0.816,9.0,1.0,4.0,0.0866,0.783,0.607,0.346,0.128,0.00015,-5.769
5uqphUYsR45kPYplrYSAQh,Throw Sum Mo,"Rae Sremmurd, Nicki Minaj, Young Thug",7iZtZyCzp3LItcw1wtPI3D,SremmLife,260453,68,2026,,https://open.spotify.com/track/5uqphUYsR45kPYplrYSAQh,2015,7355384.0,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",11.0,67.0,142.062,0.627,6.0,0.0,4.0,0.13,0.859,0.594,0.0388,0.101,0.000202,-7.91
4qdHoLbbIDaaWytfsBK62p,Booty Dancer,Tyga,5LHRHt1k9lMyONurDHEdrp,Booty Dancer,140982,50,2026,,https://open.spotify.com/track/4qdHoLbbIDaaWytfsBK62p,2022,6784058.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0,75.0,110.002,0.496,1.0,1.0,4.0,0.0853,0.746,0.12,0.00277,0.158,0.0,-4.343
1ruGTdtJpY6GVuJuWhYI5Q,Stuck On Stupid,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Fortune (Expanded Edition),238946,45,2026,r&b,https://open.spotify.com/track/1ruGTdtJpY6GVuJuWhYI5Q,2012,21475109.0,"['r&b', 'rap']",22.0,84.0,81.981,0.72,1.0,1.0,4.0,0.0377,0.516,0.376,0.00801,0.109,0.0,-6.253
0rNLaGUleZ91DXMxmZNq5v,Fireworks (I'm The One),ATEEZ,68KmkJeZGfwe1OUaivBa2L,ZERO : FEVER Part.2,209574,62,2026,k-pop; noise music,https://open.spotify.com/track/0rNLaGUleZ91DXMxmZNq5v,2021,3856504.0,"['k-pop', 'k-pop boy group']",7.0,69.0,130.036,0.904,0.0,1.0,4.0,0.0872,0.724,0.728,0.0419,0.163,4.79e-06,-3.815
3IXSxojIjh3YuVK53HJQUN,LOVE ME LIKE,OMEGA X,2FJYWlqgtoiBtXpOy9GGIF,LOVE ME LIKE,174386,47,2026,k-pop; noise music,https://open.spotify.com/track/3IXSxojIjh3YuVK53HJQUN,2022,249576.0,['k-pop'],5.0,40.0,97.959,0.835,6.0,1.0,4.0,0.0472,0.711,0.543,0.0338,0.329,5.65e-06,-2.204
1Sftw4WKhFJGv7qQXlse4Y,Double Knot,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,191546,59,2026,k-pop; noise music,https://open.spotify.com/track/1Sftw4WKhFJGv7qQXlse4Y,2020,15173090.0,"['k-pop', 'k-pop boy group', 'pop']",24.0,79.0,146.944,0.738,5.0,0.0,4.0,0.365,0.752,0.585,0.0541,0.526,0.0,-5.341
56s9OQ9s0YX3U0JncipqLU,Empty Room,Jamie Miller,2LkkwxA19J8C52wPQl5bG6,The Things I Left Unsaid,184746,61,2026,,https://open.spotify.com/track/56s9OQ9s0YX3U0JncipqLU,2023,595506.0,"['pop soul', 'singer-songwriter pop']",6.0,63.0,86.281,0.416,4.0,1.0,4.0,0.0398,0.599,0.29,0.592,0.134,0.0,-7.017
1edKrqk7YCriloCaIi7ooC,一時的選擇,JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,重拾_快樂,237499,41,2026,mandopop; c-pop; taiwanese pop; malay pop,https://open.spotify.com/track/1edKrqk7YCriloCaIi7ooC,2023,2973664.0,"['mandopop', 'singaporean mandopop', 'singaporean pop']",12.0,62.0,129.392,0.381,4.0,1.0,4.0,0.032,0.441,0.245,0.749,0.12,0.0,-8.169
7CGB43FkEomSXAtnTNLC9n,Zurna,"TroyBoi, Jon Casey",0tvpihdAsKiNnP6sWS3jUI,Zurna,159310,50,2026,edm trap,https://open.spotify.com/track/7CGB43FkEomSXAtnTNLC9n,2023,401387.0,['electronic trap'],1.0,54.0,145.03,0.53,8.0,1.0,4.0,0.279,0.552,0.843,0.041,0.553,0.293,-6.555
2hHPU9YQKYOLbMGmSbk4Ic,Under the Radar,Mykyl,42Gj65Q4XQ9hMhLQE5hi7r,Under the Radar,190760,45,2026,,https://open.spotify.com/track/2hHPU9YQKYOLbMGmSbk4Ic,2021,4938.0,[],1.0,41.0,92.032,0.45,11.0,1.0,4.0,0.124,0.607,0.494,0.328,0.0894,0.0,-12.493
0k0GtcnyQLMiXrdEDbLXmJ,Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",6HaGTQPmzraVmaVxvz6EUc,GOLDEN,146684,76,2026,k-pop,https://open.spotify.com/track/0k0GtcnyQLMiXrdEDbLXmJ,2023,14032903.0,['k-pop'],11.0,83.0,114.878,0.743,11.0,1.0,4.0,0.174,0.797,0.768,0.164,0.164,1.2e-06,-6.005
2y6Ty2NPAsP84XJAtzLxuk,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",0b1sIQumIAsNbqAoIClSpy,Chicken Noodle Soup (feat. Becky G),235497,67,2026,k-pop; k-rap,https://open.spotify.com/track/2y6Ty2NPAsP84XJAtzLxuk,2019,17339467.0,"['k-pop', 'k-rap']",1.0,74.0,97.008,0.817,2.0,1.0,4.0,0.0953,0.827,0.167,0.00496,0.294,1.19e-05,-4.081
7E1dQbOk1qcx9gEPUMBKsk,Maria,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Believe (Deluxe Edition),248293,76,2026,,https://open.spotify.com/track/7E1dQbOk1qcx9gEPUMBKsk,2012,74608422.0,"['canadian pop', 'pop']",17.0,86.0,111.002,0.687,6.0,0.0,4.0,0.0414,0.825,0.294,0.00997,0.19,1.32e-05,-6.794
27GmP9AWRs744SzKcpJsTZ,Jumpman,"Drake, Future",3TVXtAsR1Inumwj472S9r4,What A Time To Be Alive,205879,72,2026,rap,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,2015,86988887.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",11.0,93.0,142.079,0.553,1.0,1.0,4.0,0.187,0.852,0.656,0.0559,0.332,0.0,-7.286
46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),"David Guetta, Zara Larsson",1Cs0zKBU1kc0i8ypK3B9ai,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],207272,76,2026,edm,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR,2016,25391073.0,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1.0,85.0,110.169,0.915,9.0,0.0,4.0,0.0488,0.367,0.365,0.0022,0.0905,5.81e-05,-3.456
72Bz4ciRZPBcVSw0nrZDHi,Do It Again,"Pia Mia, Chris Brown, Tyga",1BhWF9W2PngtPSyobKg0rP,Do It Again,207746,75,2026,,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi,2015,1944273.0,"['dance pop', 'pop', 'post-teen pop']",1.0,53.0,95.95,0.564,8.0,1.0,4.0,0.047,0.712,0.411,0.0266,0.0874,0.0,-6.527
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,5p9HO3XC5P3BLxJs5Mtrhm,DECIDE,159245,96,2026,,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD,2022,1275464.0,"['pov: indie', 'psychedelic pop']",13.0,78.0,159.982,0.454,2.0,1.0,4.0,0.0584,0.689,0.912,0.0351,0.0707,0.00259,-7.643
0muK9BAzu2TJXQgWPsEj6e,Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,"Journey, Steve Perry",0rvjqX7ttXeg3mTy8Xscbt,Separate Ways (Worlds Apart) [Bryce Miller/Alloy Tracks Remix],165074,62,2026,aor; classic rock,https://open.spotify.com/track/0muK9BAzu2TJXQgWPsEj6e,2022,5402839.0,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1.0,70.0,129.992,0.569,2.0,1.0,4.0,0.044,0.43,0.0668,0.0115,0.163,0.0134,-9.274
0B0Xu2ih8fWpcwyxAt1c7m,Blackout,"Joyner Lucas, Future",6C1ohJrd5VydigQtaGy5Wa,Blackout,196569,52,2025,,https://open.spotify.com/track/0B0Xu2ih8fWpcwyxAt1c7m,2023,2213300.0,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",1.0,69.0,152.094,0.471,1.0,0.0,4.0,0.32,0.811,0.415,0.012,0.0951,0.0,-7.125
2V3hsJU3bTOATih0Fm4aDp,BRODYAGA FUNK,Eternxlkz,3Xd2WSaNywx5gn1pgRPFjF,BRODYAGA FUNK,134785,68,2025,phonk; brazilian phonk,https://open.spotify.com/track/2V3hsJU3bTOATih0Fm4aDp,2023,106402.0,['krushfunk'],4.0,70.0,130.0,0.738,11.0,0.0,4.0,0.0351,0.593,0.591,0.269,0.292,0.968,-2.956
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),"R. City, Adam Levine",4TH4BHy0LdBi3dpBW4P2UX,What Dreams Are Made Of,227475,85,2025,,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy,2015,154265.0,"['reggae fusion', 'virgin islands reggae']",14.0,58.0,118.413,0.671,1.0,1.0,5.0,0.0678,0.509,0.55,0.304,0.0452,0.0,-5.709
57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk,"Rihanna, JAŸ-Z",5pKCCKE2ajJHZ9KAiaK11H,Talk That Talk,209600,76,2025,,https://open.spotify.com/track/57mKcbEq7nMqtJ4gqJvWcp,2011,59527443.0,"['barbadian pop', 'pop', 'urban contemporary']",11.0,87.0,83.999,0.671,2.0,1.0,4.0,0.0444,0.694,0.466,0.0371,0.236,3.14e-05,-4.088
4r1CoAATVuxag55Ct3Y1aX,I'll Be There,Jess Glynne,4ScCswdRlyA23odg9thgIO,Always in Between (Deluxe),194386,75,2025,,https://open.spotify.com/track/4r1CoAATVuxag55Ct3Y1aX,2018,3025611.0,"['dance pop', 'pop', 'uk pop']",17.0,70.0,100.074,0.858,7.0,1.0,4.0,0.0394,0.627,0.399,0.0288,0.199,0.0,-3.116
5X3T8jHNIJSXviiDmiBdz0,Enemy,"Tommee Profitt, Beacon Light, Sam Tinnesz",73jlPRxT7z5xk29sMqFDjU,Cinematic Songs (Vol. 6),190200,67,2025,,https://open.spotify.com/track/5X3T8jHNIJSXviiDmiBdz0,2019,255532.0,['anthem worship'],13.0,59.0,124.992,0.803,2.0,0.0,4.0,0.152,0.581,0.0686,0.343,0.0939,0.0,-4.935
5iG5lMF8hwVDHtvAa1WoMQ,A Little Bit Yours (feat. Eric Chou) - Mandarin Version,"JP Saxe, Eric Chou",66W9LaWS0DPdL7Sz8iYGYe,A Little Bit Yours (feat. Eric Chou) [Mandarin Version],225386,41,2025,,https://open.spotify.com/track/5iG5lMF8hwVDHtvAa1WoMQ,2022,504988.0,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",1.0,61.0,83.409,0.3,1.0,1.0,4.0,0.0346,0.337,0.263,0.718,0.101,0.0,-8.113
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",5ZsFI1h6hIdQRw2ti0hz81,Icarus Falls,239000,84,2025,,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,2018,22805851.0,"['pop', 'uk pop']",29.0,73.0,180.042,0.437,11.0,0.0,4.0,0.0386,0.259,0.0951,0.102,0.106,1.32e-06,-6.589
3nlVjrlLMJHC7Flf9impf9,"Dancing In The Dark - From The ""Home"" Soundtrack",Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Home (Original Motion Picture Soundtrack),223040,76,2025,,https://open.spotify.com/track/3nlVjrlLMJHC7Flf9impf9,2015,59527443.0,"['barbadian pop', 'pop', 'urban contemporary']",8.0,87.0,115.005,0.75,1.0,1.0,4.0,0.0526,0.795,0.762,0.177,0.0875,0.0,-3.604
36ckQ6GqvcqeYeiWBnl6uz,Grand,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,Different Man,178973,54,2025,country; pop country,https://open.spotify.com/track/36ckQ6GqvcqeYeiWBnl6uz,2022,5344762.0,"['black americana', 'contemporary country', 'country', 'country road']",17.0,70.0,168.053,0.856,6.0,0.0,4.0,0.0445,0.583,0.48,0.00484,0.224,0.0,-5.446
1TAm4rdMas92o2vCFQs0vz,雨 (電視劇《以家人之名》插曲),沈以誠,1WrIe6XUiiU9KovVimwqpE,電視劇《以家人之名》原聲帶,216246,34,2025,c-pop; chinese r&b; mandopop,https://open.spotify.com/track/1TAm4rdMas92o2vCFQs0vz,2020,24298.0,['chinese singer-songwriter'],13.0,40.0,125.929,0.335,6.0,1.0,4.0,0.0308,0.521,0.166,0.857,0.0952,0.0,-7.938
6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,"Flo Rida, 99 Percent",0jnsk9HBra6NMjO2oANoPY,This Is A Challenge,157164,57,2025,,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,2016,8437254.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",15.0,76.0,105.078,0.854,2.0,1.0,4.0,0.0523,0.786,0.687,0.0729,0.179,1.63e-06,-4.247
2hloaUoRonYssMuqLCBLTX,bloodline,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",216893,83,2025,pop,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2019,95921722.0,['pop'],12.0,90.0,151.976,0.665,2.0,0.0,4.0,0.0774,0.758,0.643,0.0815,0.216,0.000157,-5.188
6dijMqFUwi7Dfh1aw5IpoL,LET EM PRAY,NF,6fOMl44jA4Sp5b9PpYCkzz,HOPE,213577,59,2025,christian hip hop,https://open.spotify.com/track/6dijMqFUwi7Dfh1aw5IpoL,2023,9738766.0,"['hip hop', 'pop rap']",13.0,76.0,99.502,0.676,4.0,0.0,4.0,0.238,0.583,0.182,0.246,0.12,0.0,-4.954
2d1AiZExnhYoauaSWkB1Fm,Someday,"Milo Manheim, Meg Donnelly, ZOMBIES – Cast, Disney",3Pkn59A7kZmnBHp7HBUcz5,ZOMBIES (Original TV Movie Soundtrack),183799,75,2025,,https://open.spotify.com/track/2d1AiZExnhYoauaSWkB1Fm,2018,186279.0,['movie tunes'],10.0,56.0,113.024,0.806,2.0,1.0,4.0,0.0367,0.772,0.577,0.191,0.0685,0.0,-5.043
1mZF9TEc7gpw7by7NCZSKr,3 Strikes,Terror Jr,5QatamYwvUTOmMHW6WA0AG,Bop City,175776,71,2025,,https://open.spotify.com/track/1mZF9TEc7gpw7by7NCZSKr,2016,218316.0,"['alt z', 'electropop', 'indie poptimism', 'metropopolis']",8.0,47.0,106.824,0.432,5.0,1.0,5.0,0.0451,0.599,0.615,0.62,0.105,0.00773,-6.097
1zZIGnXIcDKU8QIUkR20nK,She Doesn't Mind,Sean Paul,3Isy6kedDrgPYoTS1dazA9,Tomahawk Technique,227786,68,2025,dancehall,https://open.spotify.com/track/1zZIGnXIcDKU8QIUkR20nK,1900,4604206.0,"['dance pop', 'dancehall', 'pop', 'pop rap']",10.0,77.0,120.015,0.776,7.0,0.0,4.0,0.0693,0.718,0.622,0.000624,0.207,5.3e-06,-5.208
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,"Far East Movement, The Cataracs, DEV",698hF4vcwHwPy8ltmXermq,Free Wired,216893,76,2025,,https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,2010,1072809.0,"['asian american hip hop', 'dance pop', 'pop rap']",10.0,62.0,124.913,0.837,3.0,1.0,4.0,0.449,0.435,0.778,0.00676,0.117,0.0,-8.126
1eoW6TJe2MRGyibkzZdRvg,Sweet Baby,頑童Mj116,7aMQdNM05rPkcHS1ethHUx,Sweet Baby,182962,48,2025,chinese hip hop; taiwanese pop; mandopop; chinese r&b,https://open.spotify.com/track/1eoW6TJe2MRGyibkzZdRvg,2021,262272.0,"['mandopop', 'taiwan hip hop']",1.0,44.0,100.027,0.573,11.0,0.0,4.0,0.164,0.9,0.0736,0.0354,0.319,0.0259,-8.392
69WpV0U7OMNFGyq8I63dcC,Given-Taken,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,BORDER : DAY ONE,183090,72,2025,k-pop,https://open.spotify.com/track/69WpV0U7OMNFGyq8I63dcC,2020,8499927.0,"['anime', 'k-pop boy group']",6.0,75.0,108.07,0.649,8.0,0.0,4.0,0.0377,0.631,0.459,0.17,0.321,0.0,-4.939
32lItqlMi4LBhb4k0BaSaC,Candy Paint,Post Malone,246dkjvS1zLTtiykXe5h60,beerbongs & bentleys,227533,77,2025,,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC,2018,43611311.0,"['dfw rap', 'melodic rap', 'pop', 'rap']",18.0,86.0,180.064,0.667,4.0,1.0,4.0,0.154,0.664,0.381,0.64,0.0753,1.22e-06,-5.941
7gwLQ4tZ5UdZ7qNcDyJ8wr,Cold (feat. Future),"Maroon 5, Future",04gDigrS5kc9YWfZHwBETP,Red Pill Blues (Deluxe),234308,70,2025,pop,https://open.spotify.com/track/7gwLQ4tZ5UdZ7qNcDyJ8wr,2018,41278452.0,['pop'],16.0,82.0,99.836,0.717,9.0,0.0,4.0,0.107,0.693,0.412,0.14,0.0464,0.0,-6.346
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),"Young Thug, Future",50co4Is1HCEo8bhOyUWKpn,Beautiful Thugger Girls,215306,72,2025,rap; melodic rap; trap,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2017,9796912.0,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",14.0,80.0,145.992,0.597,2.0,1.0,4.0,0.0627,0.842,0.298,0.00252,0.124,0.0,-6.336
0pBqDA7NC9zZZ9JbDRUQTA,Noel (He Is Born),"Tommee Profitt, Stanaj",73jlPRxT7z5xk29sMqFDjU,The Birth Of A King,261281,33,2025,,https://open.spotify.com/track/0pBqDA7NC9zZZ9JbDRUQTA,2020,255532.0,['anthem worship'],17.0,59.0,72.75,0.269,4.0,1.0,1.0,0.0302,0.243,0.303,0.634,0.0735,0.0,-6.9
5xDrO9DEDJGUQGfyoHvgDJ,Last Christmas,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Christmas Kisses,203653,57,2025,pop,https://open.spotify.com/track/5xDrO9DEDJGUQGfyoHvgDJ,2013,95921722.0,['pop'],4.0,90.0,205.945,0.8,2.0,1.0,4.0,0.0391,0.504,0.789,0.125,0.109,0.0,-2.763
6oYjXoh33Amh6ANJovEDCE,VROOM,Vic Sage,1Vb5xFUr9KlF32On6L2WPQ,THANKS FOR NOTHING,119764,48,2025,,https://open.spotify.com/track/6oYjXoh33Amh6ANJovEDCE,2022,19010.0,[],11.0,39.0,132.011,0.324,7.0,1.0,4.0,0.0644,0.862,0.293,0.0179,0.148,0.0869,-9.326
28VBdtYc5Cpmey4Cpvcrby,離開我的依賴,Evangeline Wong,7sEIHkZXRzGa3OBUCCxzU5,離開我的依賴,233882,71,2025,mandopop; c-pop; taiwanese pop; chinese r&b,https://open.spotify.com/track/28VBdtYc5Cpmey4Cpvcrby,2020,35383.0,['mandopop'],1.0,33.0,126.012,0.69,0.0,0.0,4.0,0.0432,0.604,0.307,0.3,0.143,0.0,-4.762
4LICmQ9RUAnhZxRdbr3vGI,The Hatchet,Nate Rose,2Dfvd2JvOyoUmUApsVqjhN,Pie At The Party,136317,40,2025,,https://open.spotify.com/track/4LICmQ9RUAnhZxRdbr3vGI,2022,43264.0,['nashville hip hop'],11.0,41.0,144.022,0.794,9.0,1.0,4.0,0.304,0.746,0.601,0.333,0.103,0.0,-6.512
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",4kYSro6naA4h99UJvo89HB,WAP (feat. Megan Thee Stallion),187546,77,2025,,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020,23629430.0,"['pop', 'rap']",1.0,77.0,133.073,0.454,1.0,1.0,4.0,0.375,0.935,0.357,0.0194,0.0824,0.0,-7.509
7CRThl2cGDh1o9p3ivaLbG,why u gotta be like that (feat. Nightly),"vaultboy, Nightly",0K87f3owemzI8NUCoEIXOB,why u gotta be like that (feat. Nightly),143503,47,2025,,https://open.spotify.com/track/7CRThl2cGDh1o9p3ivaLbG,2022,249592.0,['singer-songwriter pop'],1.0,57.0,90.04,0.621,7.0,1.0,4.0,0.037,0.67,0.288,0.131,0.675,0.0,-7.853
